event-id,visible,timestamp,location-long,location-lat,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
26593052404,true,2018-08-30 06:01:06.000,-5.846599,5.103455,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052405,true,2018-08-30 08:00:48.000,-5.84779,5.101781,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052406,true,2018-08-30 10:01:06.000,-5.847779,5.101202,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052407,true,2018-08-30 12:01:30.000,-5.84839,5.098992,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052408,true,2018-08-30 14:02:19.000,-5.848036,5.098713,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052409,true,2018-08-30 16:02:01.000,-5.847586,5.100172,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052410,true,2018-08-30 18:01:06.000,-5.8478,5.098144,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052411,true,2018-08-30 20:01:06.000,-5.84471,5.100001,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052412,true,2018-08-31 00:01:00.000,-5.848197,5.08248,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052413,true,2018-08-31 02:00:49.000,-5.848777,5.078779,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052414,true,2018-08-31 04:02:07.000,-5.850998,5.08012,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052415,true,2018-08-31 06:01:55.000,-5.851373,5.08071,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
26593052416,true,2018-08-31 08:00:54.000,-5.854613,5.080656,"Succeeded","gps","Elephantidae","Collar 5990","Collar 5990","Elephant Research - Ivory Coast - Collar 5990"
